country_idx,safety_title,created_at,safety_content
31,"이스라엘 흉기,차량 및 총기 등 각종 테러 발생 및 대규모 반대 시위 발생 관련 안전 공지",2023-04-05,"○ 4.4.(화) 오전 리숀레찌온(Rishon LeTsiyon) 쯔리핀 교차로(Tzrifin Junction)인근에서 흉기테러로 군인 2명이 부상하는 사건이 발생했습니다.○ 상기 테러는 3월에 시작한 이슬람 명절인 라마단 기간과 함께 4.5.(수) 저녁부터 시작하는 유대인 명절인 유월절이 가까워지면서 이-팔 긴장이 높아지는 가운데, 4.1.(토) 구쉬에찌온(Gush Etzion) 차량테러로 군인 3명 부상, 4.2.(일) 예루살렘 올드시티내 총기탈취 시도 중 용의자 사망, 4.3.(월) 베트셰안(Beit Shean)인근 길보아 키부츠에 총기공격이 일어난 후 연이어 발생한 것으로 보입니다.○ 한편, 13주간 연속 목요일~토요일 저녁 등 주말에 사법개혁에 반대하는 대규모 반대 시위가 텔아비브, 예루살렘 등 각지에서 빈발하면서 일부 시위대와 경찰이 충돌하고, 일부 도로 차단에 따른 교통정체가 발생하고 있는 상황입니다.○ 우리 교민과 여행객께서는 상기 라마단 기간 중 발생할 수 있는 각종 테러, 폭력시위 및 무력충돌(로켓 공격 등)사태 발생 가능성이 예루살렘과 팔레스타인 주민 거주 지역에서 높아진 것을 감안하셔서 아래와 같은 점들에 특히 유의해 주실 것을 부탁드립니다.- 야간에 필수 불가결한 이동을 제외하고는 도보로 이동하는 것과 다중밀집 지역 방문 자제- 테러 주요 대상이 되는 유대 종교인 운집 장소 방문 자제와 아랍 청년 운집 장소 방문 자제- 가급적 대중교통, 다중밀집시설 이용을 자제해 주시고, 의심되는 물건(주인 없이 놓여 있는 가방 등)을 발견하시면 그 장소를 신속히 벗어나시는 등 신변안전에 각별히 주의- 예루살렘 올드시티(구시가지)와 올리브산(Olive Mountain)을 포함한 팔레스타인 주민 거주지 방문 자제 및 부득이한 경우에도 다마스커스 게이트와 라이온 게이트 등 이용 자제- 제닌 및 나블루스가 심각한 치안 위험 상황인 것과 여리고에서도 여러 차례 무력충돌로 다수 사상자 발생한 것을 감안하여 서안지구 동 지역 방문자제와 그외 라말라, 베들레헴, 헤브론, 동예루살렘 지역 등 체크포인트 주변은 언제라도 소요가 발생할 수 있으니, 안전에 특별한 유의 및 방문 자제- 로켓공격 경보 발생시 신속히 인접 건물 안이나 공공 대피소, 실내 대피소로 이동할 것과 창문 등 유리 파편 및 로켓 파편에 노출될 가능성 높은 곳과 멀리 떨어지는 등 신변안전에 유의○ 만일 불의의 사고나 긴급한 상황 발생 시, 아래 우리 대사관 긴급 연락처나 영사 콜센터로 연락하여 도움을 받으시기 바랍니다.- 주이스라엘 대사관 긴급연락처 : 972-50-528-8345- 영사콜센터 : 82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스를 제공받으실 수 있으며, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있습니다."
3,네팔 외국인 트레커 가이드 동반 의무화 실시(2023.4.1.),2023-03-30,"○ 네팔 관광청(Nepal Tourism Board)은 외국인 트레커의 안전을 위해서 4.1.부터 트레킹 시 가이드 동반 의무화 제도를 실시한다고 발표하였습니다. 네팔 히말라야 트레킹을 계획하시는 우리 국민께서는 아래 사항을 유념하시기 바랍니다.[네팔 히말라야 트레킹 계획 유의사항]- 외국인 트레커는 트레킹 출발전 TIMS(Trekkers' Information Management System) 카드를 TAAN(Trekking Agencies' Association of Nepal)에 등록된 트레킹 에이전시를 통해 발급 받은후,  트레킹 기간동안 항시 소지하고 검문소(Check Post)에 제시해야 함※ 관련링크:https://www.taan.org.np/members- 반드시 네팔 관광청에서 발급한 가이드 자격증을 소지하고, TAAN에 등록된 여행사에 고용된 가이드에 한정- 트레킹 그룹(그룹당 인원수는 무관)당 최소 1인 이상의 가이드를 동반 필요- 가이드 동반 지역은 에베레스트, 안나푸루나, 랑탕, 마르디, 무스탕, 다울라기리, 마나슬루, 칸첸중가, 돌포, 메라피크 등 TIMS 카드 소지가 필수인 모든 트레킹 지역이 해당됨※ 네팔 일부 언론에서는 에베레스트 지역은 가이드 동반 의무가 예외적으로 적용되지 않는 것처럼 보도하고 있으나, 네팔 관광청 확인 결과 에베레스트 지역도 가이드 동반 의무 적용 대상임- TIMS 카드 발급 비용 외 트레킹 지역에 따라 별도의 국립공원 입장료, 지역발전기금 등이 부과되어 추가 경비가 발생 가능○ 자세한 내용은 아래 네팔 관광청 홈페이지를 참고하시기 바랍니다.※ 네팔 관광청(Nepal Tourism Board) 홈페이지:https://ntb.gov.np/en/latest-travel-updates○ 긴급한 상황 발생 시, 아래 연락처로 연락해 주시기 바랍니다.☞ 주네팔 대한민국 대사관- 대표번호(근무시간 중) : +977-1-537-0172- 긴급연락처(사건사고 등 긴급상황 발생 시, 24시간) : +977-98510-33178☞ 영사콜센터(서울, 24시간) : +82-2-3210-0404 / 카카오톡 '외교부 영사콜센터' 친구추가"
31,이스라엘 사법개혁 대규모 반대 시위 및 파업 발생 관련 안전공지,2023-03-28,"○ 3.27.(월) 이스라엘 정부에서 추진하는 사법개혁 법안에 반대하는 대규모 시위가 예루살렘, 텔아비브, 브엘세바 등 각지에서 발생함에 따라 이스라엘 정부 주요기관(국회, 외교부 건물 등) 주변을 비롯한 일부 주요 도로에서 교통 정체 발생 및 시위대 일부와 경찰의 충돌이 발생할 가능성이 높은 것으로 보입니다.○ 상기 시위의 일환으로 이스라엘 최대 노동조합인 히스타드루트(Histadrut, 이스라엘 노동자 총동맹)이 파업을 발표하면서 주요 대학, 하이테크 기업 및 벤구리온 공항 노조도 참여한 것으로 알려진 바 있습니다.○ 우리 동포과 여행객께서는 상기 상황을 감안하셔서 주요 시위 발생 지역 방문을 자제해 주시고 항공편 일정 관련해 문의가 있으신 경우 아래의 링크를 참고하시기 바랍니다.-벤구리온 공항 입/출국 현황 링크-대한항공 고객 서비스 센터○ 만일 불의의 사고나 긴급한 상황 발생 시, 아래 우리 대사관 긴급 연락처나 영사 콜센터로 연락하여 도움을 받으시기 바랍니다.- 주이스라엘 대사관 긴급연락처 : 972-50-528-8345- 영사콜센터 : 82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스를 제공받으실 수 있으며, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있습니다."
1,"그리스 항공, 철도 등 24시간(3.16) 총파업(대규모 항의 시위) 안내",2023-03-17,"○ 그리스 공공부문노총(ADEDY), 노동자총연맹(GSEE), 항공 관제사협회(EEEKE), 해상 노동자 연맹(PNO) 등은 3.16.(목) 총파업(2.28. 열차사고 항의)을 예고하였습니다.[3.16.(목) 총파업 예고]- 항공기(Aegean, Olympic 등) 24시간(3.16. 00:01-24:00) 운항 중단- 지하철 및 트램 단축 운행(3.16. 10:00-15:00)- 버스 및 트롤리버스 단축 운행(3.16, 09:00-21:00)- 선박 24시간(3.16, 00:01 - 24:00) 운행 중단- 철도 24시간 운행 중단※ 상기 일정은 예고없이 변동될 수 있음○ 3.16.(목) 11시경 아테네 시내 중심가(신타그마 광장 등)에서 열차 충돌사고에 항의하는 대규모 시위가 예정되어 있습니다.○ 대규모 항의 시위가 예정된 3.16.(목) 오전부터 시내 중심가 및 다중밀집지역 방문 자제를 권고합니다.☞ 영사콜센터(서울, 24시간): +82-2-3210-0404☞ 주그리스대한민국대사관- 대표번호(근무시간중) : +30-210-698-4080- 긴급연락처(사건사고 등 긴급상황  발생 시, 24시간) : +30-694-611-7098☞ 통합긴급전화 112 / 경찰 100 / 관광경찰(외국인 비상전화/영어) 1571 / 앰뷸런스 166"
9,라오스 현금 등 소지품 보관 주의,2023-03-16,"○ 최근 라오스를 방문한 우리 국민들이 비행기, 버스, 승합차, 기차 등의 교통수단을 이용하던 중, 짐칸에 둔 여행용 가방 속의 여권, 현금, 귀중품 등을 분실하는 사례가 잇따라 발생하고 있습니다.○ 라오스를 여행하는 우리 국민들께서는 여권, 현금, 신용카드, 휴대전화 및 여타 귀중품 등을 가급적 손이 닿는 호주머니 또는 크로스백 속에 보관하시고, 머무른 자리를 떠나기 전 항상 소지품을 확인하여 분실하지 않도록 주의하시기 바랍니다.* 주라오스대사관 긴급전화 : +856-(0)20-5839-0080* 주라오스대사관 영사과 : +856-(0)-21-255-770~1"
42,튀니지 입출국시 외화반출입 유의 및 신고방법 안내,2023-03-15,"﻿○ 튀니지 당국은 출국시 외환 불법 반출 여부를 철저히 단속중인 바, 튀니지를 방문하는 모든 여행객은 아래 외화 입반출 가능상한액을 확인하고 입출국 시 세관에 신고해야 합니다.- 비거주자(여행객 등)가 출국 시 5,000 TND(약 1,600 USD, 23.1.20 환율기준) 상당 금액을 초과 외환을 반출해야 할 경우는 입국 시 반드시 세관에 반입신고 해야하며, 입국시 신고를 했더라도 출국시 30,000 TND(약 9,700 USD, 23.1.20 환율기준) 상당 금액을 초과하는 외환 반출은 불가- 튀니지 외환관리법 상 튀니지 입국시 20,000 TND(약 6,500 USD. 23.1.20 환율기준) 상당 금액을 초과하는 외환을 소지할 경우 세관 신고 의무※ 최근 단체관광 가이드가 공금을 모아 외환 반출 허가 금액 이상을 소지하고 출국하다 공항 세관에 적발되어 압수당한 사례가 발생한 바, 개인 경비는 각자 본인이 소지하여야 함○ 튀니지 디나르는 입반출 금지 물품으로서 신고여부와 관계없이 입반출 자체가 제한되며, 여행 중에 환전하여 보유한 튀니지 디나르를 다시 외환으로 환전할 경우는 당초 외환을 튀니지 디나르로 환전할 때 받은 환전증 제시가 필요합니다.○ 참고로 외국환 반입 신고를 하고 받은 확인증은 통상 3개월 동안 유효합니다. 외국환 반입 신고를 하지 않은 외국환에 대해서는 은행 계좌 입금도 불가합니다.[입국시 외국환 반입 신고 절차]1) 입국장 세관에서 소정의 외국환 반입 양식 작성- 입국 심사대를 지나서 수화물을 수령하는 장소에 외국환 반입 신고 창구가 있음2) 세관원이 외국환 실물 확인 및 개수3) 외국환 반입 신고 수수료 납부 (10TND)4) 외국환 반입 신고증 발급 (사진1 참조)5) 튀니지 입국장 세관 외국환 반입 안내문 (사진2 참조)﻿﻿사진 1.사진 2."
25,"에콰도르 한인대상 총격사건 발생 관련 안전공지, 2.24.(금)",2023-02-27,"주에콰도르대사관에서 알려드립니다.□ 최근 에콰도르 키토 시내 소재 식당에서 3인조 총기 강도 사건이 발생했습니다. 동 강도들은 현금을 인출한 우리 국민을 타깃으로 삼고 은행에서부터 미행하여 식당으로 침입, 총기를 난사하며 현금이 든 가방 절취를 시도하였습니다.□ 에콰도르에 체류하시거나 방문 중인 우리 국민들께서는 은행 이용 시 주변을 살피고 은행원 등을 포함, 주변에 수상한 행동을 보이는 사람이 있을 경우 은행업무 이용을 삼가주시기 바라며, 거액의 금액을 인출한 경우에는 인출 즉시 금고 등 안전한 곳에 보관하시고 소지하고 다니는 일이 없도록 해주시기 바랍니다.□ 야간·단독 활동, 위험지역 방문 등을 자제하여 주시기 바라며 가족 등 지인들에게 항상 일정을 미리 고지하는 등 신변안전에 각별히 유의하여 주시기 바랍니다.위급상황 발생 시에는, 대사관 및 영사콜센터로 즉시 연락해주시기 바랍니다.☞ 주에콰도르대한민국 대사관 :근무시간 : 02-352-087~6근무 외 시간(당직폰) : 098-1122-191☞ 영사콜센터(한국, 24시간) : +82-2-3210-0404"
31,이스라엘-팔레스타인 긴장 고조 관련 신변안전 유의,2023-02-23,"1. 2023.2.22.(수) 오전(현지시간), 팔레스타인 서안 북부 나블루스 시내 올드 시티 인근에서 이스라엘군의 체포 직전 과정에서 팔레스타인 무장세력과의 총격전 등 유혈 충돌이 발생, 최소 11명 사망하고 80명 이상이 부상하였습니다.2. 작년 12월 이스라엘-인천 직항 재개설 이후 이스라엘을 방문하는 우리 국민 여행객이 증가하고 있는 가운데, 이스라엘 신정부 출범과 3월 라마단 시작을 앞두고 서안 및 예루살렘에서 이-팔 충돌이 격화되고 있는 상황입니다.3. 향후에도 이들 지역에서 대규모 충돌 발생 가능성이 높은 상황임을 감안, 이스라엘 체류 혹은 방문 예정인 우리 국민 여러분들은 신변 안전에 각별히 유의해 주시기 바라며,특히 서안 내 대표적 여행 장소인 나블루스 및 헤브론 지역 방문을 자제해 주시기 바랍니다.4. 만일 불의의 사고나 긴급한 상황 발생 시, 아래 주이스라엘대사관 긴급 연락처나 외교부 영사콜센터로 연락하여 도움을 받으시길 바랍니다.- 주이스라엘 대사관 긴급연락처 : +972-50-528-8345- 영사콜센터 : +82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스를 제공받으실 수 있으며, '실시간 안전정보 푸시 알림', '카카오톡 상담 연결하기' 등 각종 서비스를 제공받으실 수 있습니다."
43,튀르키예 동남부(카흐라만마라쉬 등) 지진 발생 관련 긴급 안전공지,2023-02-07,"○ 튀르키예 재난위기관리청(AFAD)은 주재국 동남부 카흐라만마라쉬 지역에서 2023.2.6.(월) 04:17시경 7.7 규모의 지진이 발생하여 말라티야, 카흐라만마라쉬, 아드야만, 아다나, 오스마니예, 가지안텝, 킬리스, 샨르우르파, 디야르바크르, 하타이 등지에서 인명 및 재산피해가 발생하였다고 발표하였습니다.※ 상기 지진 발생 이후 지속적으로 여진 발생 중○ 동 지역에 거주하고 계시거나 방문중이신 우리 국민들께서는 영사콜센터(+82-2-3210-0404) 또는 주튀르키예대사관(긴급전화 : 90-533-203-6535)으로 연락해 주시고, 방문 계획이 있으신 분들은 방문을 취소 또는 연기 해주시기를 바랍니다.- 외교부는 지진 발생 피해지역에 2.7. 자로 특별여행주의보를 발령하였는바, 상세내용은 링크 참조(☞ 바로가기)○ 또한, 여진 발생 위험이 있으니 피해가 발생한 건물 밖으로 피신하시고, 튀르키예 재난위기청(AFAD) 당국이 안전하다고 판단될때까지 대피하여 주시기 바랍니다."
43,"유럽 내 코란 소각 사건 관련, 신변 안전 유의",2023-02-02,"○ 최근 유럽 일부 국가들의 코란 소각 사건 발생과 관련하여, 튀르키예 내무부는 1.30.(월) 튀르키예 내 테러 가능성에 대비하기 위해 보안 수준을 최고 수준으로 높이고, 관련 정보수집에 만전을 기하고 있다는 내용을 발표하였습니다.○ 이를 감안하시어, 튀르키예를 방문하거나 거주중이신 우리 국민들께서는 아래 사항에 대해 주의해 주실 것을 당부드리며, 도움이 필요하실 경우 관할 공관 연락처로 연락하여 주시기 바랍니다.- 종교시설 등을 포함한 군중밀집지역 방문 자제(이스탄불 탁심, 이스티크랄, 갈라타 등)- 종교 관련 도발적 언사나 행동 자제- 공관 홈페이지 안전공지 및 현지 언론 지속 모니터링 등☞ 주튀르키예 대한민국 대사관- 근무시간 중 : 90-312-468-4821- 근무시간 외 : 90-533-203-6535 (긴급 상황 시)☞ 이스탄불 대한민국 총영사관** 이스탄불 총영사관 관할지 : 이스탄불, 부르사, 에디르네, 크르크랄레리, 테키르다, 코자엘리, 얄로바, 사카리야, 빌레직, 발륵케시르, 차낙칼레 (11개주)- 근무시간 중 : 90-212-368-8368- 근무시간 외 : 90-534-053-3849 (긴급 상황 시)"
31,이스라엘-팔레스타인 긴장 고조 상황 관련,2023-01-31,"○ 1.28.(토) 오전 올드씨티 인근 다윗성(City of David) 국립공원 근처에서 총기테러가 일어나 2명이 부상을 입고 범인은 사망한 바 있습니다.○ 상기 테러 이전 1.27.(금) 저녁 예루살렘 느베 야콥(Neve Yaakov) 지역의 유대교 회당 근처에서 총기테러가 일어나 7명이 사망하고 3명의 부상자가 발생한 바 있습니다.○ 서안지구 북부의 제닌 지역과 나블루스 지역에서는 이스라엘의 군사작전으로 인한 체포, 충돌 및 총격전으로 사망자와 부상자 발생 및 치안 불안 상황이 지속되며, 1.26.(목)~1.27.(금)간 가자지구에서 이스라엘 지역으로 보복 로켓 공격을 가한 후 이스라엘군이 가자지구 공습을 실시한 바 있습니다.○ 우리국민들께서는 예루살렘과 팔레스타인 주민 거주지에서 발생하는 각종 테러와 폭력 시위 등 안전을 위협하는 위험 가능성이 높아 진 것을 감안하셔서 아래와 같은 점들에 유의해 주시기 바랍니다.- 가급적 대중교통, 주요 관광지 등 다중밀집시설 이용을 자제해 주시고, 의심되는 물건(주인 없이 놓여 있는 가방 등)을 발견하시면 그 장소를 신속히 벗어나시는 등 신변안전에 각별히 주의- 예루살렘 올드시티(구시가지)와 팔레스타인 주민 거주지 방문 자제 및 부득이한 경우에도 다마스커스 게이트와 라이온 게이트 등 이용 자제- 제닌 및 나블루스를 비롯한 서안지구 북부 지역 방문자제와 그외 라말라, 여리고, 베들레헴, 헤브론, 동예루살렘 지역 등 체크포인트 주변은 언제라도 소요가 발생할 수 있으니, 안전에 특별한 유의 및 방문 자제- 로켓공격 경보 발생시 신속히 인접한 건물 안이나 공공 대피소, 실내 대피소로 이동할 것과 창문 등 유리 파편 및 로켓 파편에 노출될 가능성 높은 곳과 멀리 떨어지는 등 신변안전에 유의○ 만일 불의의 사고나 긴급한 상황 발생 시, 아래 우리 대사관 긴급 연락처나 영사 콜센터로 연락하여 도움을 받으시기 바랍니다.☞ 주이스라엘 대사관 긴급연락처 : +972-50-528-8345☞ 영사콜센터 : +82-2-3210-0404* 영사콜센터 무료전화앱을 통해 Wi-Fi 등 환경에서 무료로 인터넷 상담전화 서비스를 제공받으실 수 있으며, ‘실시간 안전정보 푸시 알림’, ‘카카오톡 상담 연결하기’ 등 각종 서비스를 제공받으실 수 있습니다."
5,니카라과 여행자 입국시 쌍안경 반입 관련 규정,2023-01-30,"○ 니카라과 세관(Dirección General de Servicios Aduaneros)은 2023.1.25.(수) 여행자 입국시 쌍안경 반입 관련 규정을 새로이 발표했습니다. 자세한 내용은 아래 참조하시기 바랍니다.- 야간용 쌍안경은 니카라과 반입이 금지됨(규정에 따라 니카라과 군대와 경찰만 사용 가능)- 관광객이 기내휴대품·수화물로 야간용 쌍안경을 반입하는 경우, 세관은 경찰과 공조하여 야간 쌍안경을 압수함. 여행자는 입국할 때와 동일한 국경을 통해 출국시 ‘보관증(Formulario de Retención)’을 제출하고 압수된 물품의 반환을 신청할 수 있음- 여행자가 기내휴대·수화물로 반입하는 모든 종류의 쌍안경에 대해, 세관은 경찰과 공조하여 반입을 허가하는 ‘예외증명서(Constancia de No Regulación)’를 발급함- 경찰의 ‘예외증명서’를 발급받지 않은 쌍안경 및 압수·보관 후 3개월 이내 여행자가 되찾아가지 않은 쌍안경은 상급 경찰기관으로 이관됨○ 불의의 상황 발생 시 아래 긴급연락처로 연락해주시기 바랍니다.☞ 주니카라과 대한민국 대사관- 대표번호(근무시간 중): +505-2267-6777- 긴급연락처(근무시간 외): +505-8855-0037, +505-5784-7090☞ 영사콜센터(서울, 24시간): +82 2-3210-0404"
1,그리스 아테네 필로파포스 언덕 이동 시 강도 피해 주의,2023-01-27,"○ 최근 우리 국민이 그리스 아테네 필로파포스 언덕 인근을 이동 중에 2인조 남성(흉기 위협)들로부터 폭행을 당하고 현금 및 귀중품을 강탈당한 사건이 발생하였습니다.○ 아테네를 여행하시는 우리 국민께서는 일몰 후 혼자서 인적이 드문 곳을 산책하는 것을 피해 주시고, 고가품 소지 시에는 주변 환경에 주의를 기울여 주시기 바랍니다.[그리스 방문 시 꼭 기억해야 할 6가지!]1. 인적이 드문 거리 왕래, 아래 지역의늦은 밤 활동은 피하세요!- 신변안전 유의지역 : 오모니아‧빅토리아‧아티키‧파네피스티미오 지역, 메탁수르기오 역 주변, 국립 고고학 박물관 주변, 필로파푸스 언덕- 소지품 분실 다발지역 : 신타그마‧모나스티라키‧플라카 지역, 에르무 거리, 기차‧지하철 역내 및 역외2. 길거리‧공공장소에서 오물을 뿌리고 닦아주는 척 접근하거나, 꽃‧종이 등으로 가려시선을 분산시키는 소매치기 수법에 주의하세요!3.휴대폰을 식당‧카페 테이블 위에 올려놓지 마세요!4.가방을 의자에 걸어놓거나 내려놓지 마세요!5.여권 등 귀중품은 숙소 내 금고 등 안전한 곳에 보관하세요!- 신용‧체크카드 비밀번호 설정 및 분산 소지6.렌터카 이용 시 관리인이 있는 주차장에 주차하세요!- 주차 시 가방, 짐은 트렁크에 보관○ 위와 관련 긴급한 상황 발생 시 아래 긴급연락처로 연락해주시기 바랍니다.☞ 주그리스 대한민국 대사관- 대표번호(근무시간 중): +30 210-698-4080- 긴급연락처(24시간): +30 694-611-7098☞ 영사콜센터(서울, 24시간): +82 2-3210-0404☞ 통합 긴급전화 112 / 경찰 100 / 관광경찰(외국인비상전화/영어) 1571 / 앰뷸런스 166"
10,러시아 지역 재외국민 신변안전 안내,2023-01-26,"○ 우크라이나 사태와 관련, 현재 러시아 내에는 로스토프, 벨고로드, 보로네시, 쿠르스크, 브랸스크(주) 지역 내 우크라이나 국경에서 30km 구간 여행금지(여행경보 4단계) 경보가 발령 중이나, 최근 여행금지 발령 구역을 넘어선 지역에서 우크라이나 측의 공격이 수차례 발생한 바 있으며, 30km내 접경 및 인근지역에서도 산발적 공격 사례가 지속 발생하고 있습니다.- (23.1.19) 브랸스크州 우네츠스키 지역(‘우’ 접경지에서 50여km 거리)에 마사일 공격이 있었으나 러 방공시스템이 격추- (23.1.2) 보로네시市(‘우’ 접경지에서 170여km 거리)에 접근하던 소형 정찰용 무인기를 러 방공시스템이 격추- (22.12.18) 벨고로드市(‘우’ 접경지에서 35여km 거리)에 포격으로 아파트, 차량 등이 파손되고, 1명 사망 및 10명 부상- (22.12.6) 쿠르스크州 비행장(우크라이나 접경지에서 90여km 거리)에 드론 공격으로 유류 저장소에 화재 발생※ 우크라이나 사태 이후, 30km내 접경 및 인근지역에서는 그간 100회 이상 우크라이나 측의 공격으로 인한 피해 발생○ 또한, 우크라이나 접경지에서 수백 km 거리에 위치한 러 군사기지에 드론 공격으로 군인이 사망하는 등 인명피해도 발생하였습니다.- (22.12.29) 사라토프州 엥겔스 지역(‘우’접경에서 460여km 거리)에 접근하던 드론을 러 방공시스템이 격추, 파편이 추락하면서 인명피해 발생- (22.12.5 및 12.26) 사라토프州 엥겔스 공군기지(‘우’접경에서 480여km 거리)에 접근하던 드론을 러 방공시스템이 격추, 파편이 추락하면서 인명피해 발생- (22.12.5) 랴잔州 자길레보 공군기지(‘우’접경지에서 460여km 거리)에 드론 파편 추락으로 화재 및 인명피해 발생○ 상기 관련, 러시아에 체류 또는 방문 중인 재외국민 여러분들께서는 향후 우크라이나 측의 공격이 현 여행금지 발령 구역을 넘어선 지역에서 지속되어 인접 지역은 물론 지리적 거리에 상관없이 예기치 않은 위험의 가능성이 확대되고 있는 상황임을 감안하시어, 불요불급한 여행 및 이동은 가급적 자제하여 주시고, 특히 우크라이나 접경지역 및 인근지역과 러 군사기지 주변 지역 방문을 삼가 주시기 바랍니다.○ 재외국민 여러분들께서는 상기 내용을 유의하여 주시고, 특이사항 및 긴급상황 발생 시, 주러시아 한국 대사관으로 연락주시기 바랍니다.- 전화:: +7-495-783-2727(24시간)"
37,캐나다 브리티시컬럼비아(BC)주 마약류 관련 유의사항 안내,2023-01-17,"○ 캐나다에서는 2018년 10월 17일부터 개인의 여가용 대마 사용이 허용되었고, 2023년 1월 31일부터 3년 간 캐나다 브리티시컬럼비아(BC)주에 한하여 성인이 개인 용도로 일부 약물을 소량 소지하는 행위가 처벌되지 않는 정책이 시행 예정임에 따라 아래와 같이 유의사항을 안내하오니 우리 국민들이 현지에서 마약류를 접하는 사례가 절대 없도록 각별히 당부드립니다.﻿○ 이와 관련, 긴급 상황이나 도움이 필요한 상황 발생 시 아래 연락처로 연락주시기 바랍니다.☞ 주밴쿠버 대한민국총영사관- 대표번호(근무시간 중) : +1-604-681-9581- 긴급연락처(사건사고 등 긴급상황 발생 시, 24시간) : +1-604-313-0911☞ 영사콜센터(서울, 24시간): +82-2-3210-0404"
33,코로나19 관련 해외입국자 방역관리 안내,2023-01-12,"○ 세계 각국의 코로나19 확산 상황에 따라 해외에서 국내로 입국하는 분들에 대한 방역관리 지침이 수시로 변동되고 있으니, 귀국 시 아래 질병관리청 홈페이지와 체류 지역 소재 재외공관 홈페이지 상 게재된 국내 방역 지침을 미리 확인하셔서 입국에 불편을 겪지 않도록 준비해주시기 바랍니다.☞질병관리청 홈페이지(링크)☞재외공관별 홈페이지(링크)"
